RSSI,SNR,Throughput,PC,MC,BER,FEC,Delay,Jitter,HC,Output
0.580779043417701,0.15705397673013,1.0,0.0,0.17722032304061874,0.17126295294588934,0.0,0.7188212038240063,0.0,0,0.4403875808759017
1.0,0.09550876594953828,0.509497481085259,0.0,0.42579320851067115,0.44289881102075146,0.0,1.0,0.7490858468480224,0,0.5663301534238534
0.35103694960333476,0.0,0.0,1.0,1.0,0.0,0.5650126993187043,0.20105463509045618,0.0,0,0.49828598782923644
0.49321265789611024,0.4734893963598905,1.0,0.9631401242886715,0.0,0.5367950863525488,0.0,0.0,1.0,0,0.6068969268435322
0.0,0.0,0.695375993101434,0.0,0.0,1.0,0.0,1.0,1.0,1,0.6695929936746505
0.0,0.3092207447030588,0.0,0.14576428520531082,0.8813415132500475,0.7474957068992865,0.49988665843867497,0.0,1.0,0,0.5198330560758773
0.0,0.44179910720230786,0.403370643644146,0.0,1.0,1.0,1.0,0.0,0.0,1,0.6601434940434275
1.0,1.0,1.0,0.9495604537196072,0.658079668726859,0.0,0.0,0.0,0.0,1,0.7303926276777333
0.340692423371993,0.6000748108819612,0.17470150310803845,1.0,0.0,0.0,0.0,0.0,0.6638252052940016,0,0.4412873921119812
0.5094194938490518,0.0,1.0,0.344593459968597,1.0,1.0,1.0,1.0,1.0,1,0.8589675705966177
0.0,0.0,1.0,0.016301857744438486,0.0,1.0,0.337328774301654,0.06208328728613077,0.8246832412328179,0,0.5289624972971424
1.0,0.0,0.9272646069318574,1.0,0.4839636281630586,0.22171889700825242,0.0,0.0,0.0,1,0.6436769153809851
1.0,0.0,1.0,0.07286598760462826,1.0,1.0,1.0,0.0,0.6959831933208256,0,0.7409252362779022
0.0,0.7746582412039873,1.0,0.0,0.0,0.0,1.0,0.5063751132908226,1.0,0,0.6210081437489808
0.0,0.0,0.0,0.0,0.22838861340718597,0.29788681427966734,0.16324186984628064,1.0,0.08008328753242278,0,0.3426308733708416
0.0,0.507186458527605,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,0.8518942483497453
0.545297656690408,1.0,0.0,0.0,0.40354556156501686,1.0,0.16858756212782533,0.0,0.0,1,0.5906454368532003
0.3647897559873675,1.0,0.6619635486818458,0.6053526470682349,0.0,0.7468453967397322,0.0,0.4516549675661987,1.0,0,0.608234279659397
0.5351936442495531,0.38517589804335295,1.0,0.0,0.7662026867564297,0.0,0.8854640456075128,1.0,1.0,0,0.6932464094775403
0.16873658752711418,0.9464036687958363,0.6529242573124748,0.0,0.07804969347347346,1.0,0.0,0.0,0.0,1,0.5793577289308277
0.7756384321463278,0.11075375154645861,0.0,0.15564648150954152,0.09071762725185795,0.21569668770892148,0.6641233792971188,0.0,1.0,1,0.5598144165723281
0.0,0.124278412074605,0.5220199396096128,0.0,1.0,1.0,1.0,0.0,0.0,1,0.65482439944292
0.6150245698915754,1.0,0.06765888264490416,0.0,1.0,0.14136259412532626,0.5816272767820515,0.0,0.0,1,0.6116458630683136
0.899400037658225,0.24341280517367092,0.39986944828326276,0.9270771482240785,0.4490939189266633,1.0,0.6684756422072371,0.0,0.0,1,0.6735044816579226
0.03858560844582137,0.0,1.0,0.42930841516124174,1.0,0.4484812264428023,0.5904498977694399,1.0,0.3314661140463422,0,0.6201153797089665
1.0,0.0,0.8919013876535491,1.0,0.0,0.1786636100758473,0.0,0.0,0.0,1,0.6186605507759211
0.0,1.0,0.6686764632299068,1.0,0.0,0.8388236441021354,0.0,0.0,1.0,1,0.7176874889798792
0.9086577103552372,0.0,0.05292530792810912,0.0,0.4564060394741416,0.7906757055949989,1.0,1.0,1.0,1,0.7524582690816767
0.3600774445004242,0.0,0.0,1.0,0.0,1.0,0.0,0.6503819139431246,0.0,1,0.5960413072952476
0.0,0.0,1.0,0.07359383356871618,0.9018977692146518,0.7867567342394755,1.0,0.15449135968560657,0.0,1,0.6679587844726932
0.6764765756864064,0.0791568147925984,0.0,0.0,0.4551557299130613,0.6278676325767991,0.0,1.0,0.2545401704233613,1,0.5594695308638314
0.0,0.3258119404302947,0.0,0.4385683126568203,0.159063029830402,0.26958028880608653,1.0,1.0,0.9955965933038111,0,0.582038034973949
0.0,1.0,1.0,0.692385785231321,0.3438679423807234,1.0,0.8104582224624093,0.8944245768701331,0.0,1,0.7781054614545376
1.0,0.6576210642961535,1.0,0.46473262353484956,0.0,0.6907021747844543,1.0,1.0,0.9241458194382984,1,0.835437422277746
1.0,0.22474571680644118,1.0,0.05503465767980731,0.23799254056406016,0.5915593645245568,0.0,0.0,1.0,0,0.5882280494748281
1.0,1.0,0.05335583340336525,0.0,0.7454330538037403,0.0,0.09150526694591199,1.0,0.8827163781443277,0,0.6592479579630429
0.08027276835651354,0.9895463175197491,1.0,1.0,0.38532982883290523,0.6011135332797201,1.0,0.5017240336095858,0.5935775944533944,1,0.7809944657470687
0.0,0.08706277624463599,1.0,0.809131221821365,0.07221788308788413,0.8638344301412663,0.3679332035443178,0.037386893889894135,0.4205147187280651,1,0.6105164909517844
0.9557322239329596,1.0,0.6542295670597532,0.5741927190660745,0.2871591036129658,0.03010787421861294,1.0,1.0,0.9220323409419708,0,0.7486419812920072
0.4066343459351318,0.45693977909002037,0.0,0.432088430730445,1.0,1.0,0.36781743514923804,0.21972035558389924,0.4976437079610889,1,0.6318276525533659
0.0,0.5589802498051103,0.3029004452915638,0.9982987164176765,0.7055800216323503,0.4406579152187481,0.0,1.0,1.0,1,0.7136407003389614
0.3686982859388914,0.803015210550569,0.3596245223678135,0.9345241831471638,0.5279554702529897,0.0,1.0,0.0,0.0,1,0.6373518713375727
0.0,0.7697922068889064,0.0,0.6205511611863245,0.45865838853749685,0.0,0.6743475889565739,0.0,1.0,1,0.6035541378819257
1.0,0.0,0.3671540019389229,1.0,0.009566309361685454,0.11584450047291839,0.0,0.0,0.789219239500595,0,0.526420034924801
0.22041966150785353,0.5561404580228549,0.7784517470319198,1.0,0.049818085241253196,0.42270376967609113,0.0,0.8208023175965006,1.0,0,0.6179596201835056
0.38389412986328497,1.0,0.6874088137027052,0.20879475388388635,1.0,1.0,0.0,0.455195253430022,1.0,1,0.7662051649587273
0.21243667703670888,1.0,0.6632600977613375,0.0,0.20346197031592406,0.0,0.5493493151274932,0.0,0.0,0,0.4275774482393408
0.04662414500704448,0.9152657295976244,1.0,0.24422616449388357,0.5829605060847264,0.46124080175244286,0.4655676094554202,1.0,0.9085918903376901,1,0.7412428776800593
0.056121464063928816,0.21322177968614142,0.219020770655859,0.6024617868423845,0.0,1.0,0.7304356743665307,1.0,0.49153223544869284,0,0.5687427943734924
0.0,0.7016650400837809,1.0,0.8425204311160805,0.0,0.7093453028378919,0.0,0.0,1.0,1,0.6859551927044492
1.0,1.0,0.9240680146152321,1.0,1.0,0.3052264440602587,0.7215426053074907,0.4802335259194276,0.0,1,0.8184322115166004
1.0,1.0,0.0,0.5375792216753273,0.6143959706950057,1.0,0.0,0.6866374918712553,0.0,0,0.643268596592944
1.0,1.0,1.0,0.0,0.4478501197960918,0.9794984621545596,0.0,0.0,0.0,0,0.6449796095354117
1.0,0.0,1.0,0.0,0.24969100635285824,0.0,0.707279281798263,1.0,0.0,0,0.5968743235484812
0.7120819773968158,1.0,0.3782160264168004,0.0,0.6657855195049932,1.0,0.18995942516509656,1.0,0.643024873586259,0,0.6740136522663384
1.0,0.6384210499993539,0.0,1.0,0.0,0.23585729211384254,0.7119840741752882,0.30533377693792696,0.0,0,0.5534762990900309
0.0,1.0,0.7668065806209805,0.5778016921748939,1.0,0.7232405235247751,1.0,0.09320987281694315,0.0,1,0.7384857522540805
0.0,0.3103725552175618,0.37198268572991633,1.0,1.0,0.0,0.0,0.6306615671294346,0.1719169479712528,1,0.6051439242667008
0.0,0.23827142374268862,0.5566467160276763,0.0,1.0,1.0,0.994499175872526,0.8317730490065194,0.0,0,0.6361999570655047
0.05816764853344836,0.5389815135954477,0.0,0.7403388891078364,1.0,0.3009665806433296,0.27188607199160464,1.0,0.0,1,0.632968335453373
0.9892141121971274,0.9277753445859973,0.0,0.05195641250458527,1.0,0.46049761063594286,0.2872147894794711,0.9317649764629407,0.0,0,0.632830741561446
0.3729493616441344,0.0,0.5221590675084308,0.6949227631215092,1.0,0.44353302135160644,0.0,0.7725632387964937,0.6824081870043448,1,0.6445087584739283
1.0,0.0,0.0,0.0,0.90673535445677,1.0,0.35797109952039485,0.95723392280029,1.0,0,0.6976108581489623
0.15964599206415542,0.0,0.40036230562924746,1.0,0.11161348450496344,1.0,1.0,0.3336429338458162,1.0,0,0.6564717812503061
0.8742059969165047,1.0,0.9527593261886004,0.8315397036615002,0.14321574430136452,0.7570077872378752,0.5992391907487933,0.0,1.0,1,0.7947391952416489
0.20579867662713291,0.8221567407893678,0.5394728172168926,0.0,0.13453896797218456,0.05560929635071876,0.0,0.5985274999260073,1.0,0,0.48874881259744507
0.0,0.5643812488413055,1.0,0.0,1.0,0.5694882569251674,0.649106865528887,0.3477019756996581,1.0,0,0.6469219006651049
1.0,0.0,0.47860572820294933,0.6944032016551989,0.9230060818459446,0.9757269640064296,1.0,1.0,1.0,1,0.8669049881591103
0.0,0.12292527995350588,0.4824217060726115,1.0,1.0,1.0,1.0,0.0,1.0,1,0.7904328767796578
1.0,0.631740591810402,0.06029157640992244,0.38560010465779515,1.0,0.4716663665841331,1.0,0.0,0.18355366910012716,1,0.6933671322644195
1.0,0.8165973509225933,0.306110309901361,0.0,0.19844537250084593,1.0,1.0,1.0,1.0,0,0.7615717511324
0.0,1.0,1.0,0.06707646397055123,0.050869640987388665,0.4091521335448689,1.0,1.0,0.0,0,0.6461031218603804
0.0,1.0,1.0,0.0,0.053033871264025145,0.0,0.5031352988810452,0.0,0.1491751612276101,1,0.5725566303177924
1.0,0.5618983922714801,0.9225027506571691,0.868843137971772,0.6281388010535229,1.0,0.517592149361826,1.0,0.0,0,0.7472676570732809
0.0870423156525294,1.0,0.8906175114049831,0.0,0.3818234613067115,0.0,0.8854094761820495,0.0,0.0,0,0.522543300832818
0.5078440372813484,0.9195396721866005,0.12936352515839367,0.0,0.06736804688385323,0.2736145163494571,0.23915156331124776,1.0,1.0,1,0.6524408420769635
1.0,0.3756738053571289,0.6709074529342104,0.12084107248740505,0.0,0.547677338378713,0.0,0.0,1.0,0,0.5390547885148292
0.0,0.0,0.5609186581940134,0.30463352356488305,0.5732090597745156,1.0,0.06193800173240849,0.013111197666143326,0.6401017609382137,0,0.46365271862853985
0.5712966637556701,0.0,0.0,1.0,0.5122951791702565,0.8664199675527419,0.0,1.0,1.0,0,0.6587495570240286
0.0,0.0,0.5278196087743238,0.9019411598565796,1.0,1.0,1.0,0.0,0.7659843192569529,0,0.6840192521119307
1.0,0.9200004058457658,1.0,1.0,0.8708288337109148,0.39283020289381465,0.7633511260715466,0.9609191995801467,0.41256948100163626,0,0.8022059211408683
0.9920649043789178,0.41649874507295337,1.0,1.0,0.0,0.4160096878740086,0.8690131350810325,0.1702780099217135,0.7484614032215567,0,0.6837470980758436
0.5390490390608613,0.05389771846070335,0.0,0.9403016194170769,0.103537387057133,0.5769562213113862,0.0,0.0,0.0,1,0.5021199496011503
0.0,0.22039811041875967,0.28416973858503747,0.1518096076951656,1.0,0.9169640856731655,0.391438350906548,0.0,0.0,1,0.5609296784238708
0.32219463811059434,0.8881204170276579,1.0,1.0,1.0,0.6693088900932075,0.0,0.0,0.8079871371631381,1,0.7741695462976751
0.7806773907832698,1.0,0.04471431904127521,0.0,0.9578867897672023,1.0,0.8534978751843388,0.1402491592929841,1.0,1,0.7922835420759783
0.6284551964848426,0.9184278037235024,0.5822985932495257,0.7002081225015372,0.0,1.0,0.2459715676840486,1.0,0.9172740612717348,0,0.7049625767903978
0.6839477440463385,0.5361364021968721,0.6170896910680979,0.0,0.08410187626246968,0.12066020593112603,0.6341678439233978,1.0,0.8578751932538675,1,0.6554217846182886
1.0,0.0,0.5140490933183113,0.24897001149148335,0.8520059909218038,1.0,0.0,0.13700433152273628,0.0,0,0.5541585452184316
0.44378028779479306,1.0,1.0,0.8209740283078383,1.0,1.0,1.0,0.0,0.0,1,0.8289112919360688
0.0,0.0,0.0,1.0,0.4273275115290077,0.6487635111242579,0.3225134561384453,1.0,0.0,1,0.6088939008453127
0.9900900035103727,0.07802070075930267,0.3995521621231526,0.0,0.0,1.0,0.0,0.0,0.46286887001853294,1,0.5796770623276086
